Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2008,69000,Petrol,Manual,Second,20.4,1197,81.8,5,2.15
2014,60280,Diesel,Automatic,First,22.48,1995,190,5,22.45
2017,48161,Diesel,Automatic,First,15,2143,107.3,5,20.87
2013,41000,Petrol,Manual,First,19.4,1198,86.8,5,3.1
2016,6000,Petrol,Manual,First,18.6,1197,81.83,5,5.95
2006,133000,Diesel,Manual,Second,16.8,1405,68,5,0.86
2010,76000,Diesel,Manual,First,11.5,2982,171,7,9.25
2011,15590,Petrol,Manual,First,19.81,1086,68.05,5,2.25
2016,69681,Petrol,Manual,First,17,1197,80,5,6.13
2006,70362,Petrol,Manual,Second,15.4,1590, ,5,1.81
2014,49112,Petrol,Automatic,Second,15.5,1198,86.7,5,3.79
2017,25000,Diesel,Automatic,First,13.33,2993,255,5,160
2011,74000,Diesel,Manual,First,23.59,1364, ,5,3.6
2013,15200,Petrol,Automatic,Second,16.95,1197,78.9,5,3.85
2013,86300,Diesel,Manual,First,22.07,1199,73.9,5,4.5
2018,26731,Petrol,Manual,First,21.1,998,100,5,8.61
2016,74000,Diesel,Manual,First,21.9,1396,88.76,5,6.5
2005,83929,Petrol,Automatic,First,11.3,1794,125,5,2.6
2015,65000,Diesel,Manual,First,12.99,2494,100.6,7,15
2017,20000,Petrol,Automatic,First,23.1,998,67.04,5,4.7
2015,122086,Diesel,Automatic,First,19.3,1968,141,5,12.99
2018,35442,Petrol,Manual,First,17.3,1497,117.3,7,7.32
2015,62542,Diesel,Manual,Second,23.9,1582,126.2,5,6.5
2012,26671,Petrol,Manual,Second,17,1497,118,5,5.67
2014,83500,Diesel,Manual,Second,19.68,1399,67,5,3
2015,46166,Diesel,Manual,Second,26.21,1248,88.5,5,5.5
2015,25200,Petrol,Manual,First,18.9,998,67.1,5,3.35
2015,35463,Diesel,Automatic,First,14.94,2967,241.4,5,25.02
2017,23249,Petrol,Automatic,First,19.16,2487,175.67,5,26.11
2016,40310,Petrol,Manual,First,18.6,1197,81.83,5,7.09
2012,82069,,Manual,First,,1586,103.3,5,2.65
2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,6.5
2012,94000,Diesel,Manual,First,22.07,1199,73.9,5,4.5
2016,45000,Diesel,Automatic,First,15.97,2993,258,5,57
2012,52818,Petrol,Manual,First,16.47,1198,73.9,5,3.82
2013,61238,Diesel,Manual,First,20.45,1461,83.8,5,5.25
2016,54253,Petrol,Automatic,First,14.67,1798,177.46,5,16.81
2013,71000,Diesel,Automatic,First,14.16,1968,174.3,5,21.5
2017,20000,Diesel,Manual,First,27.39,1248,74,5,8.5
2013,75000,Petrol,Manual,First,16.47,1198,73.9,5,3.25
2019,11827,Diesel,Automatic,First,13.5,2477,175.56,6,27.11
2015,51579,Petrol,Manual,First,20.73,1373,91.1,5,5.95
2015,65178,Diesel,Manual,First,19.87,1461,83.8,5,6.79
2016,25350,Petrol,Manual,First,21.1,814,55.2,5,2.55
2008,92000,Petrol,Manual,Second,10.8,2354,152,5,3.7
2014,45000,Petrol,Manual,Second,17.01,1591,121.3,5,6.75
2015,46000,Petrol,Manual,First,14.28,1798,138.03,5,6.95
2011,79940,Petrol,Manual,First,15.5,1586,103.3,5,2.78
2016,28851,Petrol,Manual,First,16.47,1198,73.9,5,6.18
2015,63000,Diesel,Automatic,First,14.16,1968,174.3,5,36
2012,77283,Petrol,Manual,First,17,1497,118,5,5.81
2014,38958,Petrol,Manual,First,22.5,998,67.04,5,3.41
2018,8900,Diesel,Automatic,First,13.5,2477,175.56,6,26.5
2015,38000,Petrol,Automatic,First,14.7,1798,177.5,5,16
2017,44887,Diesel,Manual,First,19.67,1582,126.2,5,12.13
2009,85000,Petrol,Manual,Second,19.7,796,46.3,5,1.8
2013,100000,Petrol,Manual,First,16.8,1497,116.3,5,6.25
2016,26239,Petrol,Manual,First,22.7,799,53,5,2.75
2011,97000,Diesel,Manual,First,17.67,1968,138.08,5,6
2013,28000,Petrol,Automatic,First,14.8,1595,120.7,5,11.56
2014,20364,Petrol,Automatic,Second,17.21,1197,103.6,5,5.2
2014,64637,Diesel,Manual,First,22.77,1498,98.59,5,7.52
2017,15731,Petrol,Manual,First,15.29,1591,121.3,5,12.49
2019,56251,Diesel,Manual,First,14.24,2755,174.5,7,35.82
2017,28000,Petrol,Manual,First,20.85,1197,83.14,5,6.25
2015,20045,Petrol,Manual,First,17,1197,80,5,6.22
2016,34004,Petrol,Manual,First,15.4,1497,117.3,7,8.02
2014,21000,Petrol,Manual,First,23.1,998,67.04,5,3.75
2009,68001,Petrol,Automatic,Second,10.93,3498,272,5,11.75
2012,31000,Petrol,Manual,First,20.36,1197,78.9,5,2.25
2013,8950,Petrol,Manual,First,17.71,1197,78.9,5,3.55
2017,43477,Diesel,Automatic,First,15,2143,204,5,38.15
2015,20000,Petrol,Manual,First,21.1,814,55.2,5,2.66
2014,47200,,Manual,First,,998,67.04,5,2.85
2011,60000,Petrol,Manual,First,17,1497,118,5,4.95
2003,111000,Petrol,Automatic,First,13,2987,210,5,6.5
2016,52000,Diesel,Manual,Second,25,1396,69.01,5,2.4
2016,26000,Petrol,Manual,First,15.29,1591,121.3,5,12.5
2013,32425,Petrol,Manual,First,20.51,998,67.04,5,3
2017,54758,Diesel,Manual,First,28.4,1248,73.75,5,6.67
2008,59833,Petrol,Manual,Fourth & Above,13.8,1299,70,5,1.97
2013,30000,Petrol,Manual,First,16.47,1198,73.9,5,2.8
2011,40496,Petrol,Manual,First,20.36,1197,78.9,5,2.65
2014,45000,Diesel,Manual,First,18.2,1248,73.74,8,4.75
2003,75000,Diesel,Automatic,Second,,,,,16.11
2011,34000,Petrol,Automatic,Second,10.5,1796,157.7,5,19
2012,62000,Diesel,Manual,First,17.8,1248,75,5,4.5
2012,123600,Diesel,Manual,First,15.1,2179,140,7,8.25
2014,80102,Petrol,Manual,First,17.71,1197,78.9,5,3.5
2013,55000,Diesel,Manual,First,15.1,2179,140,7,8.5
2015,48200,Petrol,Manual,First,15.29,1591,121.3,5,9
2014,90000,Diesel,Manual,First,26,1498,98.6,5,6.75
2014,123900,Diesel,Manual,First,19.3,1248,73.9,5,5.4
2015,13008,Petrol,Manual,First,20.51,998,67.04,5,3.5
2012,60500,Petrol,Manual,First,21.1,814,55.2,5,2.6
2017,53841,Diesel,Automatic,First,11.36,2755,171.5,7,20.5
2017,47183,Petrol,Manual,Second,15.8,1591,121.3,5,11.31
2018,10000,Petrol,Manual,First,20.51,998,67.04,5,4.5
2015,45000,Diesel,Automatic,First,11.3,2987,254.8,7,56
2017,3923,Petrol,Manual,First,23.1,998,67.04,5,5.2
2011,85000,Diesel,Manual,First,12.05,2179,120,8,5.25
2018,6279,Petrol,Manual,First,22.7,799,53.64,5,3.6
2014,74500,Diesel,Manual,First,21.2,1248,75,5,3.3
2013,42000,Diesel,Manual,First,22.7,1582,126.24,5,5.85
2014,56510,Petrol,Manual,First,19.1,1197,85.8,5,3.9
2009,88000,Diesel,Automatic,First,16.55,1968,140,5,7.98
2014,36631,Petrol,Automatic,First,16.5,1198,86.8,5,4.3
2011,34000,Petrol,Manual,First,18.9,998,67.1,5,2.25
2013,49000,Petrol,Manual,First,19.81,1086,68.05,5,3.2
2012,65254,Diesel,Manual,First,22.32,1582,126.32,5,6.55
2014,95000,Diesel,Manual,Second,22.32,1582,126.32,5,6.9
2009,83000,Diesel,Manual,First,23.2,1248,73.94,5,2.95
2017,101065,Diesel,Manual,First,20.5,1582,126.2,5,11.45
2017,15134,Petrol,Manual,First,21.4,1197,83.1,5,6.37
2011,72000,Diesel,Manual,First,22.32,1582,126.3,5,5
2012,120000,Diesel,Manual,Second,22.3,1248,74,5,2.6
2010,45000,Petrol,Manual,First,18.5,1197,80,5,1.9
2015,54996,Diesel,Automatic,First,17.85,2967,300,4,60.95
2017,22874,Petrol,Manual,First,15.1,1196,73,5,4.44
2012,58000,Diesel,Automatic,Second,22.69,1995,190,5,15.3
2016,86000,Diesel,Manual,Second,25.47,1248,88.5,7,8.2
2014,69000,Petrol,Automatic,First,16.9,1197,81.86,5,5.25
2016,55001,Petrol,Automatic,Second,16.93,1197,103.2,5,8.5
2015,28000,Diesel,Automatic,First,15.73,1968,174.33,5,23.75
2013,53213,Petrol,Manual,First,19.81,1086,68.05,5,2.74
2016,44340,Diesel,Automatic,First,16.96,1968,138.03,5,13.83
2017,16900,Petrol,Manual,First,21.1,998,100,5,6.99
2009,57000,Petrol,Manual,First,19.81,1086,68.05,5,2.25
2013,83165,Diesel,Manual,First,12.8,2494,102,8,11.49
2012,24735,Petrol,Manual,Second,18.6,1199,79.4,5,2.87
2005,65175,Diesel,Manual,First,12.8,2494,102,8,3.25
2009,60000,Petrol,Manual,Second,9.8,2354,180,5,3.5
2017,60357,Diesel,Manual,First,25.32,1198,77,6,4.49
2011,77000,Diesel,Manual,First,22.07,1199,73.9,5,2.9
2014,85301,Petrol,Manual,First,12.4,1998,132,8,12.36
2011,50000,Diesel,Automatic,First,11.79,2179,120,8,6
2010,58000,Diesel,Automatic,First,16.46,2993,258,5,31
2015,39000,Diesel,Manual,First,25.6,1498,98.6,5,5.49
2015,46190,Diesel,Manual,First,22.07,1199,73.9,5,5.86
2015,83000,Diesel,Manual,First,16,2179,140,7,9
2016,33000,Petrol,Manual,First,16.09,1598,103.5,5,7.7
2017,27279,Petrol,Manual,First,17.4,1497,117.3,5,9.47
2014,53900,Diesel,Automatic,First,14.16,1968,174.3,5,29
2012,63998,Petrol,Automatic,First,17,1497,118,5,5.42
2016,57932,Petrol,Manual,First,20.4,1197,81.8,5,6.39
2015,25000,Petrol,Manual,First,22.74,796,47.3,5,2.75
2011,169000,Diesel,Manual,First,20,1399,68,5,2.5
2012,53000,Petrol,Manual,First,17.92,1086,62.1,5,2.35
2015,43053,Petrol,Manual,First,18.9,998,67.1,5,4.65
2014,75000,Diesel,Manual,First,26,1498,98.6,5,6
2012,89000,Petrol,Manual,Second,16.8,1497,116.3,5,3.5
2014,75578,Diesel,Manual,First,25.1,1498,98.6,5,7
2014,46676,Petrol,Manual,First,17,1591,121.3,5,7.75
2014,51349,Petrol,Manual,First,24.07,998,67.1,5,2.93
2014,34233,Diesel,Automatic,First,14.21,2143,203,5,22.5
2014,39626,Diesel,Automatic,First,11.2,2993,241,4,40.66
2008,82500,Petrol,Manual,First,14,1061,64,5,1.75
2015,63000,Diesel,Manual,Second,19.72,1461,108.45,5,8.2
2011,77001,Diesel,Manual,First,12.05,2179,120,8,4.49
2016,43000,Diesel,Automatic,First,10.91,3198,197.2,7,26.5
2011,61111,Petrol,Manual,First,19,998,67.1,5,2.6
2005,79000,Petrol,Manual,Second,17,,,,1.65
2011,43000,Petrol,Manual,First,20.36,1197,78.9,5,2.49
2013,47000,Petrol,Automatic,First,16.5,1198,86.8,5,5.4
2017,34000,Petrol,Automatic,First,20.51,998,67,5,4.35
2018,22060,Diesel,Automatic,First,18.51,1968,147.51,5,32.73
2012,63000,Diesel,Automatic,First,,2987,165,5,26
2011,80000,Petrol,Manual,First,18.9,998,67.1,5,2.5
2015,13506,Diesel,Automatic,First,18.25,1968,187.74,5,21.66
2016,16000,Petrol,Manual,First,25.17,799,53.3,5,2.99
2016,31006,Petrol,Manual,First,24.7,796,47.3,5,2.61
2013,91200,Diesel,Manual,First,12.99,2494,100,8,8.25
2015,43000,Petrol,Automatic,First,14.53,1794,138.1,5,12.5
2015,45000,Diesel,Manual,First,25.83,1498,99,5,5.5
2014,28637,Petrol,Manual,First,19.4,1198,86.8,5,5.53
2004,69870,Petrol,Manual,Second,14.2,1597,92,5,1.1
2014,84000,Diesel,Manual,First,12.05,2179,120,7,6.85
2007,84143,Petrol,Manual,First,13,2987,210,5,17.09
2012,77000,Diesel,Manual,Second,12.05,2179,120,8,4.93
2012,75000,Diesel,Automatic,Second,12.39,2179,147.51,5,17.5
2011,76155,Petrol,Manual,First,18.6,1199,79.4,5,1.95
2014,98000,Diesel,Manual,First,22.9,1248,74,5,6.1
2008,48233,Petrol,Manual,Second,13.4,1794,125,5,1.8
2015,63000,Diesel,Automatic,First,13.22,2967,241.4,5,34.5
2015,34063,Petrol,Manual,First,21.1,814,55.2,5,4.01
2013,32576,Petrol,Manual,First,19.5,1199,88.76,5,3.15
2015,28843,Petrol,Automatic,First,17.01,1499,110.5,5,5.49
2016,26000,Diesel,Automatic,Second,19.6,1461,108.45,5,10
2013,39000,Petrol,Automatic,First,15.6,1497,116.3,5,4.55
2010,66000,Petrol,Manual,First,19.7,796,46.3,5,1.5
2011,38002,Petrol,Manual,First,20.36,1197,78.9,5,2.15
2010,49000,Petrol,Manual,Second,18,995,62,5,1.4
2014,52000,Diesel,Manual,First,21.14,1498,103.6,5,6.2
2013,56500,Diesel,Automatic,First,17.68,1968,174.33,5,19.8
2015,20568,Petrol,Manual,First,18.7,1199,88.7,5,5.6
2015,26000,Petrol,Manual,First,15.29,1591,121.3,5,9.5
2012,56000,Petrol,Manual,First,18.6,1199,79.4,5,2.21
2017,27509,Petrol,Manual,First,22.7,799,53.64,5,3.31
2016,36216,Petrol,Manual,First,19.1,1197,81.86,5,5.44
2009,28888,Petrol,Automatic,First,10,2496,157.7,5,7.56
2011,120000,Diesel,Manual,Second,22.9,1248,74,5,3.2
2018,31396,Petrol,Manual,First,23.1,998,67.04,5,5.53
2015,79000,Diesel,Automatic,First,19.3,1968,141,5,17
2010,62000,Petrol,Automatic,First,16.8,1497,118,5,3.55
2006,120000,Petrol,Automatic,Second,9,2997,218,5,2.65
2016,53000,Petrol,Automatic,First,14.67,1798,177.46,5,17.85
2010,124313,Diesel,Manual,First,12.99,2494,100.6,8,7.96
2015,26725,Petrol,Automatic,First,23.1,998,67.04,5,4.25
2014,45617,Diesel,Manual,First,20.77,1248,88.76,7,5.85
2013,37000,Diesel,Automatic,First,20,2143,107.3,5,13
2010,109147,Diesel,Manual,First,14,2498,112,8,2.65
2014,59000,Diesel,Manual,First,25.8,1498,98.6,5,4.75
2015,28000,Petrol,Manual,First,25.17,799,53.3,5,2.65
2017,4700,Petrol,Manual,First,25.17,799,53.3,5,3
2014,72469,Diesel,Automatic,First,12.07,2967,241.4,7,32.52
2014,57539,Diesel,Automatic,First,22.32,1582,126.32,5,7.75
2016,42000,Diesel,Automatic,First,11.36,2755,171.5,7,19.6
2010,62489,Petrol,Manual,First,17,1197,80,5,2.6
2013,51167,Petrol,Manual,First,16.47,1198,73.9,5,3.76
2012,130000,Diesel,Manual,First,20.54,1598,103.6,5,4.75
2007,63000,Petrol,Manual,Second,17.7,1497,78,5,1.75
2011,60000,Petrol,Manual,First,16.2,1599,103.2,5,3.95
2005,123200,Petrol,Manual,Second,13.2,1495,94,5,1
2011,115692,Diesel,Automatic,First,20,1968,138.1,5,4.5
2011,87073,Petrol,Automatic,First,10.93,2497,204,5,17.23
2015,40901,Petrol,Manual,First,18.6,1197,81.83,5,5.76
2013,36264,Petrol,Manual,First,20.36,1197,78.9,5,4.32
2009,60000,Petrol,Manual,Second,19.81,1086,68.05,5,1.9
2018,20000,Petrol,Manual,First,17,1198,74,5,5.5
2014,68400,Petrol,Automatic,First,12.98,2494,178.4,5,13.5
2013,71231,Diesel,Manual,Second,16,2179,140,7,9.75
2011,75000,Diesel,Automatic,First,17.2,1968,138.1,5,9.44
2018,1997,Petrol,Automatic,First,22.5,998,67,5,4.45
2016,47300,Diesel,Manual,First,24.3,1248,88.5,5,8.85
2012,61449,Petrol,Manual,First,,1086,62,5,2.15
2013,47910,Diesel,Manual,First,20.54,1598,103.6,5,4.89
2015,62000,Diesel,Manual,First,20.14,1498,88.8,5,6.25
2012,65060,Diesel,Manual,First,22.9,1248,74,5,4.8
2008,82203,Petrol,Manual,First,19.81,1086,68.05,5,1.8
2013,44000,Diesel,Manual,First,16,2179,140,7,7.25
2014,53817,Diesel,Manual,First,25.47,1248,88.5,7,7.56
2013,61591,Diesel,Manual,First,16,2179,140,7,6.82
2011,86500,Diesel,Manual,Second,21.12,1248,88.8,5,1.8
2009,100000,Diesel,Automatic,First,11,2987,198.5,5,11.5
2010,87000,Petrol,Manual,First,15.6,1586,104.68,5,2.8
2016,35000,Petrol,Automatic,First,20.51,998,67,5,5.5
2016,6000,Petrol,Manual,First,20.63,1198,67.06,5,2.7
2014,59327,Diesel,Manual,First,20,1399,68,5,3.25
2014,81001,Diesel,Automatic,First,17.2,1968,138.1,5,10.9
2014,44612,Petrol,Manual,First,18.5,1197,80,5,4.07
2016,42388,Diesel,Automatic,First,11.36,2755,171.5,7,18
2012,54000,Petrol,Manual,First,19.4,1198,86.8,5,2.95
2011,83010,Diesel,Automatic,First,17.2,1968,138.1,5,7.5
2016,65405,Diesel,Automatic,First,13,2143,204,5,32.73
2015,36000,Diesel,Automatic,Second,12.55,2982,168.7,7,21.5
2008,85000,Petrol,Manual,First,16.51,1586,103.2,5,2.5
2016,35000,Diesel,Manual,First,27.3,1498,98.6,5,5.5
2012,54000,Petrol,Automatic,First,14.53,1794,138.1,5,7.5
2007,70000,Petrol,Manual,First,16.9,1497,100,5,1.55
2017,27001,Diesel,Automatic,First,20.68,1995,190,5,29
2019,41075,Diesel,Manual,First,28.4,1248,74,5,8.4
2016,26000,Diesel,Manual,First,25.32,1198,77,6,6.5
2010,55000,Petrol,Manual,First,16,1198,90,5,2.35
2016,19000,Petrol,Manual,First,20.4,1197,81.8,5,5.55
2016,15000,Petrol,Automatic,First,18.9,1197,82,5,5.35
2016,37000,Petrol,Manual,First,17.8,1198,86.7,5,5.25
2017,38712,Petrol,Manual,First,18.9,1197,81.86,5,5.87
2014,52400,Diesel,Manual,First,20.54,1598,103.6,5,5.36
2016,23988,Diesel,Manual,First,28.09,1248,88.5,5,7.75
2014,32283,Petrol,Automatic,Second,14.4,1598,103.6,5,5.41
2010,52000,Petrol,Manual,First,18.5,1197,80,5,3.65
2016,32000,Petrol,Automatic,First,16.5,1198,86.8,5,5.25
2014,39000,Petrol,Manual,First,17.4,1497,117.3,5,6.25
2017,14149,Petrol,Manual,First,23.9,624,37.48,4,3.47
2006,103000,Petrol,Automatic,First,10.13,3498,364.9,5,8.85
2004,82000,Petrol,Manual,First,14,1061,64,5,0.85
2015,34000,Petrol,Automatic,First,13.7,1798,157.75,5,13.65
2016,45180,Diesel,Automatic,First,12.07,2967,241.4,7,50.22
2018,2000,Petrol,Manual,First,22,1197,81.8,5,7.75
2011,82321,Diesel,Manual,First,12.8,2494,102,7,15
2011,7000,Petrol,Automatic,First,12.05,1995,154,5,9.75
2015,27000,Diesel,Automatic,First,17.9,2143,136,5,23
2019,31271,Diesel,Manual,First,13.68,2393,147.8,8,21.42
2003,55000,Petrol,Manual,Third,15.9,1298, ,5,0.7
2014,24000,Diesel,Manual,First,25.2,1248,74,5,5.21
2009,147000,Diesel,Manual,First,12.99,2494,100.6,7,7.5
2012,72351,Diesel,Manual,First,23.59,1364, ,5,2.65
2010,115000,Petrol,Manual,First,18.6,1199,79.4,5,1.75
2010,82000,Diesel,Manual,Second,13.8,1399,68,5,1
2016,20000,Diesel,Automatic,First,19.27,2143,170,5,33
2011,45560,Petrol,Manual,First,17.6,1496,88.73,5,2.2
2017,57539,Diesel,Manual,First,12.8,2494,102,7,12.83
2018,20004,Diesel,Automatic,First,17.54,2993,313,4,68.94
2012,54500,Diesel,Manual,First,21.13,1498,108.4,5,4.1
2016,27886,Petrol,Manual,First,22,814,55,5,2.85
2007,66000,Petrol,Automatic,First,11.1,2354,158.8,5,3.7
2013,72202,Diesel,Automatic,First,20,1968,138.1,5,9.06
2011,70000,Petrol,Manual,Second,13.4,1798,157.8,5,4.75
2015,78233,Diesel,Manual,First,26,1498,98.6,5,6.6
2007,120203,Diesel,Manual,Second,13.93,2179,138,7,3.5
2011,20575,Petrol,Manual,First,19,998,67.1,5,2
2013,39879,Petrol,Manual,First,17.8,1198,86.7,5,3.89
2017,31056,Petrol,Manual,First,23.01,999,67,5,3.6
2015,50940,Petrol,Automatic,First,19.12,1373,91.1,5,6.95
2016,99362,Diesel,Manual,First,22.54,1396,88.73,5,7.03
2016,54000,Diesel,Manual,First,13.68,2393,147.8,7,16.5
2016,54268,Diesel,Manual,First,28.09,1248,88.5,5,7.67
2012,94521,Diesel,Automatic,First,14.74,2993,270.9,5,23.19
2017,38932,Petrol,Manual,First,19.1,1197,82,5,6.21
2015,60395,Diesel,Automatic,First,16.12,2967,245,5,45.82
2016,29000,Diesel,Manual,First,24.4,1120,71,5,5.95
2011,58000,Diesel,Automatic,First,16.55,1968,140,5,11
2016,60913,Petrol,Manual,First,20.73,1373,91.1,5,7.19
2011,65000,Diesel,Manual,First,12.8,2494,102,8,6.4
2015,26000,Diesel,Manual,First,15.8,2148,170,5,26
2016,19947,Petrol,Manual,First,20.36,1197,78.9,5,4.5
2011,70816,Petrol,Automatic,First,16.95,1197,78.9,5,3.1
2015,54000,Diesel,Manual,First,27.39,1248,74,5,5.95
2008,138000,Petrol,Manual,First,18.2,1061,64,5,1.2
2014,35000,Diesel,Automatic,First,16.46,2993,258,5,52
2015,50000,Diesel,Automatic,First,11.33,4134,335.2,7,48
2011,124652,Diesel,Automatic,First,11.7,2993,245,5,21.99
2013,80264,Petrol,Manual,First,21.1,1197,85.8,5,4.3
2013,125600,Diesel,Manual,First,21.64,1461,84.8,5,3.75
2015,49000,Petrol,Manual,First,14.28,1798,138.03,5,8.95
2012,111000,Diesel,Manual,First,23.59,1364,67.1,5,4.75
2016,33690,Petrol,Manual,First,14.28,1798,138.03,5,14.6
2012,50000,Diesel,Automatic,First,17.68,1968,174.33,5,17.5
2012,38092,Diesel,Manual,First,20.77,1248,88.8,7,5.2
2017,47774,Petrol,Manual,First,18.9,1197,82,5,6.04
2009,167000,Diesel,Manual,Second,19.09,1396,69,5,2.7
2019,65000,Diesel,Automatic,First,26.59,1248,74,5,6.75
2011,46000,Petrol,Manual,First,15.26,1598,103.5,5,2.35
2017,16500,Petrol,Manual,First,23.84,1199,84,5,5
2016,39000,Petrol,Manual,First,17.8,1497,117.3,5,6.95
2018,6000,Petrol,Manual,First,19.5,1199,86.76,5,6.7
2015,60000,Diesel,Automatic,First,17.11,1968,174.33,5,25
2011,97320,Petrol,Automatic,First,14.4,1598,103.6,5,3.75
2011,99807,Diesel,Manual,First,20.54,1598,103.6,5,3.75
2013,46000,Petrol,Manual,First,17,1497,118,5,5.1
2010,12000,Petrol,Manual,First,22.5,998,67.04,5,2.45
2005,13002,Petrol,Automatic,First,9.3,2771,193.1,5,3.25
2014,26000,Diesel,Manual,First,26,1498,98.6,5,5.5
2014,68365,,Manual,First,,998,58.16,5,3.77
2016,27833,Diesel,Automatic,First,,2987,165,5,49.24
2016,51639,Petrol,Manual,First,22.74,796,47.3,5,3.04
2015,21000,Petrol,Manual,First,18.6,1197,81.83,5,4.9
2013,90000,Diesel,Manual,First,22.7,1498,89.84,5,6.25
2015,36255,Diesel,Automatic,First,19.59,1995,184,5,33
2011,58000,Diesel,Automatic,Second,11.7,2993,245,5,27
2014,48997,Petrol,Manual,Second,18,1198,86.7,5,5.21
2014,31130,Petrol,Manual,First,15.85,1499,110.4,5,5.75
2012,75668,Diesel,Automatic,First,14.74,2993,270.9,5,16.58
2015,12000,Petrol,Manual,First,14.53,1798,138,5,11
2014,90000,Petrol,Manual,Second,20.36,1197,78.9,5,2.8
2019,17320,Diesel,Automatic,First,15.8,2148,170,5,37.99
2011,85000,Diesel,Manual,Second,20,1968,108.5,5,3.65
2007,130000,Diesel,Manual,First,13.1,2499,141,7,6
2013,60328,Petrol,Manual,First,15.6,1196,70,5,4.54
2015,34327,Petrol,Manual,First,18,1198,86.7,5,5.4
2014,75000,Diesel,Manual,First,19.1,1405,70,5,3.3
2012,86000,Diesel,Automatic,Second,14.7,1985,163,5,18.25
2017,12000,Petrol,Manual,First,22.7,799,53,5,3.1
2013,57759,Petrol,Manual,First,21.1,814,55.2,5,3.84
2016,24300,Petrol,Manual,First,22.74,796,47.3,5,2.44
2011,66000,Petrol,Manual,Second,16.47,1198,73.9,5,3.6
2015,75915,Petrol,Manual,First,20.36,1197,78.9,5,3.9
2013,107000,Petrol,Manual,Second,16.95,1498,97.7,5,2.9
2008,86000,Petrol,Manual,Second,14.53,1798,138.1,5,3.5
2009,160000,Diesel,Manual,Second,18.1,1493,110,5,3.5
2019,3000,Petrol,Manual,First,24.7,796,47.3,5,3.5
2015,72495,Diesel,Manual,First,21.9,1396,88.76,5,7
2016,33000,Diesel,Automatic,First,19.08,1582,126.2,5,8.7
2014,60000,Diesel,Automatic,First,12.07,2967,241.4,7,45
2016,80103,Diesel,Manual,First,25,1396,69,5,1.8
2007,42100,Petrol,Manual,First,18,995,62,5,0.99
2018,4500,Petrol,Manual,First,18.9,1197,81.86,5,4.8
2014,97000,Diesel,Manual,First,12.55,2982,169,7,17.95
2016,50000,Electric,Automatic,First,,72,41,5,13
2017,51223,Petrol,Manual,First,18.9,1197,81.86,5,5.66
2009,64000,Petrol,Manual,First,17,1497,118,5,3.1
2016,56911,Petrol,Manual,First,18.6,1197,81.86,5,6.54
2015,147848,Diesel,Manual,First,12.8,2494,102,8,13.2
2018,21290,Petrol,Automatic,First,13,4951,395,4,56.8
2019,14076,Diesel,Automatic,First,11.36,2755,171.5,7,19.4
2007,75180,Petrol,Manual,First,18.2,1061,64,5,1.65
2013,92000,Diesel,Manual,Second,22.9,1248,74,5,4.35
2015,57266,Diesel,Manual,First,20.5,1248,91.72,5,6.5
2007,64000,Petrol,Manual,First,18.2,998,67.1,5,1.11
2013,41000,Diesel,Manual,First,19.87,1461,83.8,5,5.5
2012,45999,Diesel,Manual,First,10.5,2835,107.2,6,11
2015,50000,Petrol,Automatic,First,23.1,998,67.04,5,3.9
2013,70000,Diesel,Manual,First,17.88,1405,48.21,5,1.8
2016,37540,Petrol,Manual,First,18.6,1197,81.86,5,6.22
2014,44000,Petrol,Automatic,First,23.1,998,67.04,5,4.3
2017,22500,Petrol,Manual,First,18.9,1197,81.86,5,5.99
2017,17431,Petrol,Manual,First,18.6,1197,81.83,5,6
2014,61566,Petrol,Manual,First,17.1,1591,121.3,5,5.85
2014,61730,Diesel,Automatic,First,12.39,2179,147.51,5,19.94
2009,68000,Petrol,Manual,First,16.1,1298,88.2,5,2.9
2014,29000,Petrol,Manual,First,18,1198,86.7,5,4.25
2010,156210,Diesel,Manual,First,21.43,1364,87.2,5,5.99
2013,46500,Diesel,Manual,First,27.4,1498,98.6,5,3.3
2009,52830,Diesel,Automatic,Second,16.77,2967,241.38,5,8.08
2017,39867,Petrol,Manual,First,22.5,998,67.04,5,4.5
2014,58972,Diesel,Manual,First,24.2,1498,98.6,7,6.5
2006,66000,Petrol,Automatic,Second,10.1,2354,152,5,3.9
2013,52000,Petrol,Manual,First,17.1,1591,121.3,5,5.25
2014,58000,Diesel,Automatic,First,11.72,2199,194.3,7,17
2012,58000,Petrol,Automatic,First,16.95,1197,78.9,5,3.5
2008,75000,Diesel,Manual,Second,17.7,1399,68,5,3
2015,41008,Petrol,Manual,Second,20.36,1197,78.9,5,4.87
2014,65000,Diesel,Manual,First,24.4,1120,71,5,6
2015,19000,Diesel,Automatic,First,18.19,1968,174.5,5,15.5
2008,74000,Petrol,Manual,Second,16.6,1388,68,5,1.6
2017,33000,Petrol,Automatic,First,21.4,1197,83.1,5,7.25
2010,95000,Diesel,Manual,Second,17,1896,105,5,3.25
2012,34000,Diesel,Manual,First,20.64,1498,108.5,5,3.4
2014,102865,Diesel,Automatic,First,12.07,2967,241.4,7,30.5
2016,52378,Petrol,Manual,First,17,1591,121.3,5,7.97
2012,38000,Diesel,Automatic,First,14.84,2143,170,5,13.51
